"|","|__acc","|__gyro"
01:17:08,,902.4981665100513
01:17:09,84.69324877545023,1288.909161198193
01:17:10,93.98878485989552,
01:17:11,130.22775980610186,1683.0881905147116
01:17:12,85.03456678105613,30523.697677315664
01:17:13,113.22463543345111,4475.740599688626
01:17:14,92.6953553305484,3791.462587467562
01:17:15,72.39624292464305,248.7348008843401
01:17:16,92.8312151183027,39.85193544070353
01:17:17,88.31977378486226,384.3383374179612
01:17:18,87.76528746826988,2780.7206228132422
01:17:19,66.86519835931722,7575.059973663375
01:17:20,87.63978718616725,4044.8704559592516
01:17:21,100.20038889245458,17647.30732807146
01:17:22,101.5022004694456,564.658738174182
01:17:23,87.57379115071308,19268.39789934877
01:17:24,97.5893665057547,283.39425617663983
01:17:25,82.57587303800392,1162.2431273696784
01:17:26,111.45868835999954,3547.256608890916
01:17:27,72.78865730741836,692.4644336698558
01:17:28,80.83380687608314,23894.526275532484
01:17:29,116.18205238259634,1717.7877439509757
01:17:30,73.26842901104283,544.3206842272775
01:17:31,117.65834049755811,2549.7679801461936
01:17:32,97.86517473528328,621.4335035268932
01:17:33,86.99430918228425,18826.739930014977
01:17:34,103.4945138989806,4362.668808164385
01:17:35,96.47215175855128,1487.1974423141364
01:17:36,136.31251800514747,8570.55594851021
01:17:37,108.18687475433399,1430.2040597907035
01:17:38,124.8843011405215,4943.555191724086
01:17:39,76.50091354359121,1281.441225376591
01:17:40,88.18089557512302,24.11865404884339
01:17:41,114.41428250966145,2476.935728186713
01:17:42,112.31140309271905,5110.001268469878
01:17:43,144.698640720786,7049.35131711237
01:17:44,86.52616490181119,12.650936845185242
01:17:45,138.32582378454754,20469.000339199025
01:17:46,115.58330241469228,355.98688459439467
01:17:47,100.62130870280909,48582.480697617844
01:17:48,74.60827000448899,2002.4149153261612
01:17:49,125.12424272481259,21178.237484221198
01:17:50,99.00259429647305,26.41721457397398
01:17:51,90.2737265029109,1664.732755175748
01:17:52,83.79620992229411,2911.737240798082
01:17:53,93.80184397271296,
01:17:54,96.57026051169031,8629.287366371896
01:17:55,139.49274325061648,4126.496134239127
01:17:56,118.2873301712052,17590.677879746392
01:17:57,93.94934303535956,21021.188501108965
01:17:58,97.11914688096748,10546.31203123122
01:17:59,105.90041211349673,488.3142897569373
01:18:00,97.73053273224741,4490.436200919004
01:18:01,111.59741601155564,258.87011369841
01:18:02,92.31188912272957,
01:18:03,100.53952779698557,10656.034700570934
01:18:04,89.3241537706831,64.04627462060489
01:18:05,,9019.013853785638
01:18:06,117.62404981672172,8969.15651792716
01:18:07,96.27391056978105,7390.842687335478
01:18:08,95.76728489559218,328.0083245595088
01:18:09,87.91872065008646,3211.9727539030077
01:18:10,,5529.307020651031
01:18:11,94.21753711214251,
01:18:12,94.09360794048644,3214.8790970399323
01:18:13,,1673.5316268626666
01:18:14,105.05816219857479,1536.8914720486828
01:18:15,94.63052409120473,2127.7877500616305
01:18:16,,324.3286991878022
01:18:17,93.3664151339126,
01:18:18,76.10390259352152,0.3782951998337012
01:18:19,103.49080998253157,4181.582997414698
01:18:20,173.81612025644608,24274.22091035194
01:18:21,104.69269984625133,4.151263791013662
01:18:22,109.65855119211756,19.14382755096085
01:18:23,100.97010634214348,4112.936940496738
01:18:24,98.60405965753672,69.15304400145033
01:18:25,106.85857763704281,
01:18:26,121.72350740557158,320.21226564674276
01:18:27,,290.8053157212271
01:18:28,106.42622563613442,5309.852897402745
01:18:29,97.30882363437651,330.11880404142175
01:18:30,103.25821535886416,3687.6195505290734
01:18:31,,24290.65739453878
01:18:32,85.09135772452781,
01:18:33,127.83349701286079,3272.6025693678685
01:18:34,,4072.291203412414
01:18:35,98.37446732322313,4988.507949486889
01:18:36,102.13396788710088,3682.430418792754
01:18:37,,948.042119765164
01:18:38,98.82555603430409,
01:18:39,86.45744227726574,180.43589429894382
01:18:40,104.3314587509458,1806.7798966161301
01:18:41,104.0737684477217,2202.9846401154055
01:18:42,,6781.210625391841
01:18:43,93.91478364667,20317.08954237617
01:18:44,107.29709105933672,
01:18:45,78.89030668253417,6520.5855453525855
01:18:46,81.65583318200332,12520.008088454266
01:18:47,107.41383331969246,84.20614822582229
01:18:48,90.77810754567054,3010.0155050291405
01:18:49,91.19203485388788,510.07373702698163
01:18:50,91.28055203777876,3.692031385639893
01:18:51,75.5254738136009,889.7851279057112
01:18:52,169.2335202566701,26711.67752823744
01:18:53,85.26965948501311,5576.74326065161
01:18:54,125.84193046464223,1824.9121033955091
01:18:55,103.11311235053108,31954.22933982654
01:18:56,111.3118118986331,
01:18:57,,7310.757482357851
01:18:58,101.80253142499896,2157.5021349823387
01:18:59,,72.95984755092832
01:19:00,107.34090308359735,9.552846771312943
01:19:01,103.6892862256691,
01:19:02,105.22685488542173,1414.3803615349145
01:19:03,103.89733616419564,4959.038154114096
01:19:04,101.8519458959072,1422.5041654704391
01:19:05,77.85368402822769,51246.496290062285
01:19:06,80.1096255061002,
01:28:41,84.13520620316103,8.567071442836095
01:28:42,91.98153042265129,340.47421529969637
01:28:43,130.84696640160834,
01:28:44,123.11352764212096,4560.837929305457
01:28:45,42.17963279229025,101401.26115388569
01:28:46,111.28978946291771,
01:28:47,129.66316824682414,35.02864420145579
01:28:48,125.42236583341855,3062.9881464205055
01:28:49,115.610847572445,207.43340026799703
01:28:50,97.13674706621349,505.2752755253205
01:28:51,102.57107542874472,1069.5911166338058
01:28:52,149.761422625651,52.545221680488794
01:28:53,105.7045211705317,662.066349978124
01:28:54,224.56850110845158,
01:28:55,116.34612448127972,622.7821011857022
01:28:56,96.63702721642584,541.8949077863234
01:28:57,120.45239511842556,19.131298805955343
01:28:58,126.8328401363924,18.462528929419022
01:28:59,,29526.87542640593
01:29:00,103.74092868501295,221310.98571079216
01:29:01,93.04689331834015,
01:29:02,95.55585410070215,582.8858337433853
01:29:03,90.50659051903222,
01:29:04,85.85854126274899,14329.185878376313
01:29:05,106.80625034653805,
01:29:06,116.42393480806187,478.87096408454954
01:29:07,75.46031905688959,8.777104591747047
01:29:08,98.61900981150849,177.35576435595158
01:33:22,95.59285701578983,526.8607949664379
01:33:23,102.85370136020448,2.9773206077125
01:33:24,97.18863666121796,5785.459398052155
01:33:25,97.83993772385837,2069.2160046255894
01:33:26,95.71777204500633,10.921626257991193
01:33:27,,5.004386235634229
01:33:28,193.64776017916301,78385.7398362763
01:33:29,89.40645831381153,3765.4798291490492
01:33:30,109.6012505081303,98.43021330163992
01:33:31,112.71820148719051,11994.251974785877
01:33:32,64.6828101970641,51247.47409503844
01:33:33,92.69042034029644,36526.77148701304
01:33:34,131.4842920289257,52.47632261029594
01:33:35,,86890.91032325808
01:33:36,94.71015826646362,1035.0368450249389
01:33:37,113.9975663295486,262.34474052780024
01:33:38,205.69345541837362,1170.8248184208494
01:33:39,116.79935430268051,4133.450930929871
01:33:40,,10.875150179713273
01:33:41,85.88362276352154,625.0674827765188
01:33:42,,301.52116181328256
01:33:43,101.605481266492,495.7830561502069
01:33:44,92.97844900443032,2167.266951852016
01:33:45,101.36358293548345,1.1701569066508457
01:33:46,97.51454052538338,328.00858669261015
01:33:47,140.94002035933772,6540.631111128481
01:33:48,66.53797674678299,3.8850709439811917
01:33:49,96.15858361487791,
01:33:50,99.54345911575821,1945.232974426024
01:33:51,104.17740553812656,274.7963189187203
01:33:52,95.59495824888019,
01:33:53,97.57820611814532,120.39693539117523
01:33:54,,11.620861495104695
01:33:55,96.63652175197919,1.917829203907786
01:33:56,95.70032661516052,9.544259484982831
01:33:57,96.79967109543486,2.9061655159930524
01:33:58,69.58820946639935,950.4858036449833
01:33:59,99.92878414712412,6.7482165565024825
01:34:00,94.60162774259695,
01:34:01,130.50114049111744,1053.2960344907383
01:34:02,104.56221879217445,284.6569317839767
01:34:03,99.20708289435606,
01:34:04,87.70169152415201,7952.619774493961
01:34:05,96.04290933486573,
01:34:06,94.82325692885296,218.76999086387693
01:34:07,94.58780124213992,
01:34:08,166.9928084171706,3623.0298427386556
01:34:09,154.9327510061639,759.2120150245582
01:34:10,102.56593470470123,174.50717469041408
01:34:11,87.659649833392,106.78400662979584
01:34:12,95.7122416661623,16.38706412800093
01:34:13,96.73557692140548,1.9180334618840789
01:34:14,94.14863992787741,0.1815626455936581
01:34:15,94.70021713633741,2.906256309506716
01:34:16,92.18448616515523,2.231825306243991
01:34:17,94.00691394611384,0.011557597158571298
01:34:18,125.58965454243388,987.9225918927485
01:34:19,75.37950074027412,2828.0566404302344
01:34:20,99.94765572361031,60.51979214357016
01:34:21,88.4227810000184,137.33365093805787
01:34:22,95.87901210561267,8.897861396592816
01:34:23,96.71470625788972,5.0043351711401565
01:34:24,94.72040673925312,0.000332486594743386
01:34:25,96.32579441072265,1.3731265151618572
01:34:26,94.67744718372069,0.7264525708178553
01:34:27,99.78652959120882,13.902293403853035
01:34:28,93.2411131558556,1632.8468153278027
01:34:29,101.17999736273214,602.4554409273005
01:34:30,94.1665758495892,0.03724336890809354
01:34:31,98.64854404220205,500.6635108683768
01:34:32,94.62953569764431,72.63217255169185
01:34:33,97.84690034996584,9.547191963499245
01:34:34,97.52838834798875,22.98354966518855
01:34:35,95.15399526614237,0.7264707270824147
01:34:36,95.85525109367428,4.540692335463973
01:34:37,97.45395156260656,4.096566199066729
01:34:38,83.39109619024657,13066.622228075516
01:34:39,111.87579433871815,33.49322692149599
01:34:40,,2217.758091158628
01:34:41,111.40961726588239,1057.0452902955967
01:34:42,,42.254673039224144
01:34:43,98.16076625566346,171.69839390686047
01:34:44,94.82888284285036,8.286115465636612
01:34:45,93.29949182730435,1.6389957698429498
01:34:46,97.62815026238606,11.631636950635764
01:34:47,94.66238505917956,15.546021426484005
01:34:48,62.664546702829284,9605.538664240936
01:34:49,97.03900529789827,6505.517373552424
01:34:50,75.79595169135155,524.74912006873
01:34:51,95.79087892714779,590.0560716946429
01:34:52,94.36096754962,36.889894241514405
01:34:53,95.14607190055632,12.358359775687859
01:34:54,93.95510868944076,0.5571125463684439
01:34:55,95.22192882739364,10.922355969764793
01:34:56,95.91392959037148,8.900960679693524
01:34:57,95.08483454617814,1.3734862361534397
01:34:58,62.99182318464228,5.493125689908084
01:34:59,97.51989027996841,1904.1881289912217
01:35:00,97.01136134064564,29.838431627636968
01:35:01,103.43775941973401,14.045132848481446
01:35:02,96.14637095180387,
01:35:03,95.80594162084708,1.635019342688793
01:35:04,95.41778829159101,16.626130053324232
01:35:05,95.66988415114248,2.9058068789718163
01:35:06,97.79997264716984,
01:35:07,101.1000890063815,9.544870046270262
01:35:08,69.06425060753918,371.8692770695352
01:35:09,76.76872905755772,394.003813782022
01:35:10,110.16627358630377,8.906880064882898
01:35:11,96.06997864154071,67.2949347826443
01:35:12,96.65296919942013,
01:35:13,101.70806767731938,29.425513208451775
01:35:14,95.22138668751177,5.007022438491731
01:35:15,97.16189755803951,3.2805295308789937
01:35:16,96.28127534734358,4.5392579153858605
01:35:17,95.55736869840806,0.2861269727618492
01:35:18,142.010162862779,2565.877694861193
01:35:19,93.02840293559531,137.15964346806595
01:42:07,80.97650474179409,6555.397553757199
01:42:08,323.5280947350634,8666.948914659659
01:42:09,49.35476297396053,5541.354019838423
01:42:11,115.28628356594209,38067.87993397954
01:42:12,108.02047119268991,
01:42:13,196.1683321195651,241081.70223472317
01:42:14,67.61564631110559,8896.717773138174
01:42:15,31.593524982786217,2871.5010676657453
01:42:16,31.23566780109286,7354.290945425525
01:42:17,27.501360691208898,13832.353522268551
01:42:18,107.85163885363907,423.0065978981656
01:42:19,90.12864623783207,45531.41794056012
01:42:20,84.98696950604517,1673.8449371611175
01:42:21,95.97438824231358,27235.36023950908
01:42:22,104.93134922706305,
01:42:23,99.44513751009615,35487.25077962954
01:42:24,196.86130234931716,
01:42:25,244.18164928977242,27268.1911227206
01:42:26,416.8927398218566,
01:42:27,334.28683951725907,23630.6917923884
01:42:28,128.0810237140695,5866.802925289321
01:42:29,54.92786000921024,26048.14690428339
01:42:30,139.2828708072784,18077.545924096725
01:42:31,119.43867651956863,
01:42:32,117.95506949156879,8084.060896640332
01:42:33,73.05874557974494,2069.1924305375514
01:42:34,59.20802810794157,96301.02929268553
01:42:35,48.21923600138689,8238.764804543694
01:42:36,75.15551594060706,21022.865961974792
01:42:37,113.49431501980324,1673.5021480682562
01:42:38,112.20226240045669,50000.254307196905
01:42:39,76.93910565360602,79998.71237492617
01:42:40,118.15993691429868,2187.8205160984658
01:42:41,71.89345623951613,8122.3651830795325
01:42:42,99.51514388488886,3923.875597977285
01:42:43,123.65515197308832,112463.67809661377
01:42:44,71.15107827270367,703.6279736746919
01:42:45,40.76785809410831,6.3073414938708074
01:42:46,44.84064124505767,2411.899540155105
01:42:47,105.86022039802809,2928.7620481324434
01:42:48,101.92215284581562,26185.48881761475
01:42:49,77.29344783261422,4928.8583896486825
01:42:50,124.51005095717846,9731.325364384706
01:42:51,84.82922934513498,2359.8263957034305
01:42:52,32.20100089582138,16975.144390907975
01:42:53,38.68914311503431,12823.631224312343
01:42:54,49.09941112693286,33926.3043940746
01:42:55,140.1828817491778,3610.0433495989055
01:42:56,214.72188238289255,7951.016116660409
01:42:57,366.31477599106796,10569.21482105623
01:42:58,200.6765693762364,11327.116657687196
01:42:59,148.41997791613812,22180.287376238066
01:43:00,197.25705949192886,3047.351778113175
01:43:01,108.03457438037547,76480.92298462555
01:43:02,105.59455797119699,19416.193906548986
01:43:03,58.382533015648725,
01:43:04,62.07219631580392,48119.380870072666
01:43:05,86.10126125226179,539.3566282830761
01:43:06,88.60697318862093,4959.133557314694
01:43:07,144.1059714820085,6418.654228107903
01:43:08,215.40543385497855,858.563725460467
01:43:09,96.7236574953395,195357.69535009746
01:43:10,127.63225983153187,57147.82765471652
01:43:11,81.62680139173426,144.95214883599692
01:43:12,113.84626413427122,165343.64623696535
01:43:13,40.9463785937196,4988.538749448231
01:43:14,68.21020841361404,40025.10576359235
01:43:15,83.06705931676515,39219.94819243139
01:43:16,102.15014821021488,9050.439697506676
01:43:17,,1238.2927965938625
01:43:18,196.04567793187834,28583.706853088886
01:43:19,145.29663767000784,26289.08145350302
01:43:20,154.2874462567761,14852.878542625303
01:43:21,62.791018873492696,15377.863413009285
01:43:22,121.28919486519771,51198.00246240642
01:43:23,193.17902176433654,61294.00928792925
01:43:24,108.38096539691469,2380.5270125732823
01:43:25,37.44666800836603,8104.714136152333
01:43:26,138.31777390255684,8007.8368380442125
01:43:27,87.26270982413826,35476.3603985475
01:43:28,94.21200902437796,1142.15973031847
01:43:29,43.91551246095151,49240.94758441328
01:43:30,240.87971266160733,355.66130014802366
01:43:31,71.62197731407376,812.4254971584633
01:43:32,122.38391315274383,53489.97639319589
01:43:33,247.77327632058402,17649.644506879216
01:43:34,250.131404998705,422.0428069116188
01:43:35,91.45531115013546,1359.1705090857229
01:43:36,46.14756985336589,16206.665550540438
01:43:37,130.11291245016946,21679.215461870026
01:43:38,139.12380799304538,
01:43:39,138.89111220493396,34439.865528899645
01:43:40,177.00265089090138,120460.70015039814
01:43:41,125.79475298159106,1310.4764767144184
01:43:42,67.82909302126973,93609.80106023658
01:43:43,70.83782282196353,27770.755179362248
01:43:44,37.88908277467453,37467.860075501136
01:43:45,74.30696104947674,
01:43:46,87.22319635896747,17791.383505199432
01:43:47,156.96255536807894,73563.25248989594
01:43:48,114.07372664226023,15062.981900492094
01:43:49,160.43655222115012,
01:43:50,104.00675886355113,148143.1868796398
01:43:51,61.57602327978475,25402.36662988567
01:43:52,85.61268116847441,19813.48773463763
01:43:53,176.2205211541614,44896.34016971804
01:43:54,80.54567616815801,7705.459644534147
01:43:55,37.65706633611808,
01:43:56,80.50242985041041,3509.9518339521037
01:43:57,68.36123583025073,93217.68165064506
01:43:58,153.63436127312343,5575.297475837351
01:43:59,106.07258430398632,80118.13653727513
01:44:00,87.17282717443777,108849.17769114356
01:44:01,239.61023617003048,1936.1012281583623
01:44:02,293.72982594500166,17423.095089629955
01:44:03,233.65705841960698,7299.537370559346
01:44:04,181.0905955562594,68175.9703186942
01:44:05,165.43042616227194,29419.01815134172
01:44:06,91.63824631853458,4900.671665125272
01:48:56,18.571420552430027,383223.0254838952
01:48:57,133.62627653145321,308761.20875512675
01:48:58,490.80371660394854,203560.88355829235
01:48:59,2.3206157079412146,2082.5858767754735
01:49:00,594.7158054127376,212610.49129620762
01:49:01,35.706511593325565,13732.322439151165
01:49:02,699.4232161988257,600153.9751667306
01:49:03,294.66103083716825,214268.7023436928
01:49:04,204.219212237871,310097.4756013077
01:49:05,1519.730504992378,2305.0195053775506
01:49:06,612.4074728237248,387988.3075326593
01:49:07,222.06406000375958,215540.86681593035
01:49:08,861.8923289310087,393477.56726722384
01:49:09,303.46750427685856,42414.13170911197
01:49:10,186.3506793443303,386267.8431305068
01:49:11,4.814187621009296,113397.62737571588
01:49:12,373.89491419042037,61481.39653986986
01:49:13,33.31882302070517,1844.4984891802717
01:49:14,170.76095761196942,56645.24168279873
01:49:15,309.0021641502717,69.08214044438681
01:49:16,5.062874813601411,143114.2808882463
01:49:17,72.09944290349996,6317.213642146171
01:49:18,1632.730680732051,4888.466079718539
01:49:19,291.2189615207372,199818.41514860946
01:49:20,99.39487420194472,78266.07868009058
01:49:21,240.26695793251844,41956.29104009474
01:49:22,153.2003076013107,
01:49:23,4.360517312702541,3064.024449248924
01:49:24,646.8956194102992,1287.5492414827722
01:49:25,440.37926404745116,8877.045160687929
01:49:26,24.99616488947504,91056.3185254781
01:49:27,187.59788358493645,391.17403304806885
01:49:28,5.648175692377663,60618.21867863392
01:49:29,100.8705263251104,44180.213119417305
01:49:30,1486.139661570356,23834.270342414784
01:49:31,24.6016228268245,428952.5079593692
01:49:32,5.468838934104498,365627.92170988506
01:49:33,165.00229009298755,
01:49:34,,653064.0575233179
01:49:35,41.84171533837889,261367.99810802328
01:49:36,202.01947752006615,360105.3044618168
01:49:37,197.94408000068324,25706.67895588211
01:49:38,100.07428560566132,323857.1122563049
01:49:39,366.312893946038,
01:49:40,669.0718254987122,493451.78421530797
01:49:41,,152021.26680154624
01:49:42,396.40514634131796,42589.61896873172
01:49:43,117.7447009103862,53303.30530121413
01:49:44,349.59549841337235,87219.38486685758
01:49:45,151.49120710590978,160613.07284023127
01:49:46,167.26431030837375,110550.02121441843
01:49:47,589.4847465891371,93695.91885643668
01:49:48,97.334856071795,17468.05546552307
01:49:49,101.4322401035397,
01:49:50,5.475049691380264,132196.7131079059
01:49:51,124.73040527965804,767947.9962759352
01:49:52,,122366.45080120194
01:49:53,118.23012879019734,54384.70868697242
01:49:54,579.9910702687184,
01:49:55,461.74695750289993,18457.414125144838
01:49:56,96.01020912475542,52961.557343968474
01:49:57,644.337103832092,
01:49:58,570.2808874789525,50727.15703642937
01:49:59,293.24553593918966,11766.007538949205
01:50:00,149.18532953056092,198.4589288450234
01:50:01,33.60068183954354,5884.490231546259
01:50:02,97.1152200101178,21864.463247212487
01:50:03,78.72255034120826,24093.171566761437
01:50:04,60.05188855334018,93804.99049926084
01:50:05,50.156918625730206,63.071914332646884
01:50:06,61.31144410631987,3524.5260101968456
01:50:07,279.48866916337374,12180.897345341647
01:50:08,267.430361093092,613249.7828689078
01:50:09,31.730846023799128,10945.189544109224
01:50:10,417.76129717847016,224226.51939703376
01:50:11,21.580479060660767,565.7718611188437
01:50:12,554.6882910706281,6400.5028702481795
01:50:13,183.5042541473358,83671.16422719626
01:50:14,147.64650128041373,1456.4039307740622
01:50:15,122.4832902325552,3964.292605216966
01:50:16,272.00228216056894,188924.24714038122
01:50:17,185.93270045211372,66736.86034845546
01:50:18,144.8110099070882,18543.314180502293
01:50:19,346.62781169972465,10304.11071275836
01:50:20,22.65886689263607,35473.919083532266
01:50:21,523.8488780667141,183525.90092220058
01:50:22,45.861286313916025,16125.075802418944
01:50:23,141.56059215809728,9944.691512580546
01:50:24,85.18824045959445,995.8336857497787
01:50:25,140.20431925145112,134.20355630529684
01:50:26,236.9868479899897,909863.713036116
01:50:27,37.900272800304265,54046.483648141344
01:50:28,114.55528969277019,106683.12907052606
01:50:29,240.66065242556667,194888.6543813622
01:50:30,148.58582495700918,85951.47136371683
01:50:31,99.2195867123164,114197.24284628345
01:50:32,26.420108544940376,3096.01622465907
01:50:33,340.2113169161139,454.2007058307654
01:50:34,43.37888895936885,44989.65478992388
01:50:35,173.59795973869586,134621.6782031674
01:50:36,18.51936967223537,67447.3773531224
01:50:37,1645.8771150785342,
01:50:38,237.0460841930335,2273.3425916328492
01:50:39,178.49646539086825,114692.21790293645
01:50:40,404.3288843164819,4908.939708922038
01:50:41,,31064.374785238364
01:50:42,7.300349975716017,1017.6317366678712
01:50:43,20.351003822878734,2222.318559306472
01:50:44,17.899632481475233,13706.266212721675
01:50:45,36.84072493051826,138110.54171098987
01:50:46,261.2437916384897,
01:50:47,177.407217875475,181367.81001331587
01:50:48,545.3791291538591,27807.47521161105
01:50:49,110.3522669511376,44721.665860253066
01:50:50,334.7000618456159,218535.84957125963
01:50:51,127.58141729334784,175728.23791322953
01:50:52,153.32961596591304,39993.90970010129
01:50:53,139.63982749520892,9677.133623302678
01:50:54,877.1491867778836,
01:50:55,81.81492953357247,138929.5147435944
01:50:56,,85951.52603434787
01:50:57,29.80047481105976,111321.6432350453
01:50:58,648.9955769297494,26121.50986674213
01:50:59,4.469706444307121,830198.548978933
01:51:00,179.6189110217474,179707.89430696308
01:51:01,140.57312784519266,67790.27228433914
01:51:02,16.006267725792895,
01:51:03,102.40685862325428,13650.212826404388
01:51:04,,158428.20539410016
01:51:05,329.25812761031915,7319.317100793196
01:51:06,175.13535221013993,5805.839393835054
01:51:07,119.55358886384238,138948.8904213258
01:51:08,233.54668684873926,314729.1773730437
01:51:09,53.690772760262924,
01:51:10,530.1146101711074,181642.40481041378
01:51:11,26.161318605796623,73514.8196584202
01:51:12,207.1404371943836,111112.65714389195
01:51:13,42.74874470859595,212478.87609304962
01:51:14,66.00920848312671,2168.893519817801
01:51:15,91.95600815100894,184321.0556974649
01:51:16,18.202206904905324,13908.356370887957
01:51:17,49.378106562531684,
01:51:18,527.9964437109347,532902.5612683647
01:51:19,53.8685803702656,412.3871535484978
01:51:20,28.73058659942853,970.2951219502037
01:51:21,238.50016970687102,197918.505427267
01:51:22,142.1673310338247,57566.49355249237
01:51:23,492.2816012847305,143909.495069625
01:51:24,190.737980476928,915.6577949666544
01:51:25,272.0386307785684,11784.460403486228
01:51:26,116.98251092146714,306063.1033977009
01:51:27,31.54786949314621,6852.4203867568995
01:51:28,47.87389305604757,13986.82240690444
01:51:29,129.59394674632586,262243.98731143057
01:51:30,108.00296015194272,58330.154310108665
01:51:31,326.0438738539788,12465.154423770457
01:51:32,52.66425351899488,31161.56181514897
01:51:33,14.578962797142596,17094.641930378995
01:51:34,174.28398022038982,6310.74174841586
01:51:35,166.82546393752,10308.443550903976
01:51:36,258.6441675704964,158.89840429654302
01:51:37,171.5922405176716,20959.858881843546
01:51:38,524.4051162031874,436.57880681866385
01:51:39,37.069499780846854,213070.12483981496
01:51:40,948.949767147602,380109.61559635936
01:51:41,448.1072646134708,38220.63391670617
01:51:42,166.11929659836824,74621.21375589706
01:51:43,233.48157117467872,252722.2222570172
01:51:44,313.50031779421084,290334.9286240189
01:51:45,180.16541030650657,71725.9220333371
01:51:46,46.79771461870133,5341.2252707388925
01:51:47,9.686244065077515,1090.6257032495423
01:51:48,676.8365473773629,173159.02031352624
01:51:49,123.57155648549632,7299.45279767823
01:51:50,192.7703246270876,17461.792469065058
01:51:51,216.9005786284961,217028.51707505574
01:51:52,22.045177376658106,
01:51:53,54.905072085754,125240.43598968325
01:51:54,81.15246364041924,47651.369978799805
01:51:55,138.85318845220445,154481.9132424917
01:51:56,40.190929988996686,516016.1876011782
01:51:57,52.786522278572185,
01:51:58,106.9530136164576,7563.970949321695
01:51:59,58.838078233399756,17108.880738019314
01:52:00,186.13385306284,
01:52:01,267.3318764055375,41574.506140962854
01:52:02,85.8041069752053,4486.2300797382495
01:52:03,,71240.67805645103
01:52:04,4.2894943818591855,22789.60282609337
01:52:05,60.12456633350485,3791.6018534828345
01:52:06,216.92138288270053,102697.27546459826
01:52:07,164.66328691582294,
01:52:08,303.8936619260294,143021.02917278127
01:52:09,27.03448244137144,174833.01144147204
01:52:10,146.64234288656553,3662.2784830038013
01:52:11,178.19636881556468,105247.26431322457
01:52:12,,4289663.9595897235
01:52:13,107.78608342782265,821.4021290007968
01:52:14,98.11028175325008,
